DateTime,PCT
12/10/2021 00:00,-0.00447372
13/10/2021 00:00,0.048164999
14/10/2021 00:00,0.063564691
15/10/2021 00:00,-0.116670055
16/10/2021 00:00,-0.063059613
17/10/2021 00:00,-0.033695946
18/10/2021 00:00,0.001572749
19/10/2021 00:00,0.020881884
20/10/2021 00:00,-0.075320374
21/10/2021 00:00,-0.041386894
22/10/2021 00:00,0.105551058
23/10/2021 00:00,0.177719978
24/10/2021 00:00,-0.009278231
25/10/2021 00:00,0.07615328
26/10/2021 00:00,-0.101462796
27/10/2021 00:00,0.06382022
28/10/2021 00:00,-0.013784181
29/10/2021 00:00,-0.023888011
30/10/2021 00:00,-0.151931772
31/10/2021 00:00,0.092857788
01/11/2021 00:00,-0.054531438
02/11/2021 00:00,0.029247176
03/11/2021 00:00,-0.044234947
04/11/2021 00:00,-0.012641088
05/11/2021 00:00,-0.04167102
06/11/2021 00:00,0.094224439
07/11/2021 00:00,0.049043131
08/11/2021 00:00,0.073222303
09/11/2021 00:00,0.019335041
10/11/2021 00:00,0.086932179
11/11/2021 00:00,0.083085214
12/11/2021 00:00,0.256385417
13/11/2021 00:00,0.740193206
14/11/2021 00:00,0.390805132
22/11/2021 00:00,0.020897694
23/11/2021 00:00,-0.266778214
24/11/2021 00:00,-0.322225112
25/11/2021 00:00,-0.257851134
26/11/2021 00:00,-0.149327009
27/11/2021 00:00,-0.077885364
28/11/2021 00:00,-0.01438132
29/11/2021 00:00,0.022636882
30/11/2021 00:00,0.05633096
01/12/2021 00:00,0.095775507
02/12/2021 00:00,0.104892566
03/12/2021 00:00,0.126508877
04/12/2021 00:00,0.122271817
05/12/2021 00:00,-0.016041762
06/12/2021 00:00,-0.073432978
07/12/2021 00:00,0.015369883
08/12/2021 00:00,-0.052277169
09/12/2021 00:00,-0.010306933
10/12/2021 00:00,-0.078310716
11/12/2021 00:00,-0.086600447
12/12/2021 00:00,-0.047071122
13/12/2021 00:00,0.020774901
14/12/2021 00:00,0.002483556
15/12/2021 00:00,0.018491217
16/12/2021 00:00,-0.021962511
17/12/2021 00:00,-0.048863743
18/12/2021 00:00,-0.065527527
19/12/2021 00:00,0.011926341
20/12/2021 00:00,-0.039602174
21/12/2021 00:00,-0.014966951
22/12/2021 00:00,0.106500209
23/12/2021 00:00,0.191965257
24/12/2021 00:00,0.196554937
25/12/2021 00:00,0.146120102
26/12/2021 00:00,0.404352805
27/12/2021 00:00,0.327579447
10/01/2022 00:00,-0.034632627
11/01/2022 00:00,-0.085154179
12/01/2022 00:00,-0.066256564
13/01/2022 00:00,-0.054671397
14/01/2022 00:00,-0.024963223
15/01/2022 00:00,0.067967787
16/01/2022 00:00,-0.122356078
17/01/2022 00:00,-0.086381172
18/01/2022 00:00,-0.003181426
19/01/2022 00:00,-0.041991051
20/01/2022 00:00,0.068658867
21/01/2022 00:00,0.043443831
22/01/2022 00:00,-0.085617873
23/01/2022 00:00,-0.061627247
24/01/2022 00:00,0.007517514
25/01/2022 00:00,0.150701644
26/01/2022 00:00,0.170357863
27/01/2022 00:00,0.005216796
28/01/2022 00:00,0.051228881
29/01/2022 00:00,0.156928871
06/02/2022 00:00,-0.073555896
07/02/2022 00:00,-0.308496088
08/02/2022 00:00,-0.132943211
09/02/2022 00:00,-0.028713877
10/02/2022 00:00,-0.085269204
11/02/2022 00:00,-0.078427872
12/02/2022 00:00,0.030015888
13/02/2022 00:00,0.107205107
14/02/2022 00:00,-0.057188637
15/02/2022 00:00,0.013939049
16/02/2022 00:00,-0.032923066
17/02/2022 00:00,-0.017539283
18/02/2022 00:00,-0.023943623
19/02/2022 00:00,-0.080413377
20/02/2022 00:00,-0.159155214
21/02/2022 00:00,-0.057762962
22/02/2022 00:00,-0.1207029
23/02/2022 00:00,-0.054513748
24/02/2022 00:00,0.103486144
25/02/2022 00:00,0.161212761
26/02/2022 00:00,0.020904981
27/02/2022 00:00,-0.015142364
28/02/2022 00:00,-0.00291922
01/03/2022 00:00,-0.03266587
02/03/2022 00:00,0.005840987
03/03/2022 00:00,-0.147425447
04/03/2022 00:00,-0.169202468
05/03/2022 00:00,-0.041537588
06/03/2022 00:00,-0.055534837
07/03/2022 00:00,0.129549543
08/03/2022 00:00,0.150687569
09/03/2022 00:00,-0.034384261
10/03/2022 00:00,0.033283961
11/03/2022 00:00,0.008917429
12/03/2022 00:00,0.261017858
13/03/2022 00:00,0.27823317
14/03/2022 00:00,-0.041140003
15/03/2022 00:00,0.011341023
16/03/2022 00:00,0.557097334
25/03/2022 00:00,0.408065746
26/03/2022 00:00,-0.185861041
27/03/2022 00:00,-0.033119849
